type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
DEBIT,2118.87,C1870526982,125031,122912.13,C272608866,421650.12,423768.99,0
PAYMENT,3777.62,C1685063660,10405,6627.38,M1339035001,0,0,0
PAYMENT,14162.53,C1867635416,107361,93198.47,M1878831358,0,0,0
PAYMENT,2540.62,C190289290,6648,4107.38,M1151597148,0,0,0
PAYMENT,5038.92,C633700106,5430,391.08,M791953420,0,0,0
PAYMENT,3595.4,C418933669,20738,17142.6,M1129452540,0,0,0
PAYMENT,16582.49,C1298205107,4500,0,M1079514163,0,0,0
PAYMENT,1906.12,C463928030,321,0,M1220069285,0,0,0
PAYMENT,664.59,C231826320,10372,9707.41,M229115797,0,0,0
PAYMENT,17866.71,C569670900,70132,52265.29,M796856960,0,0,0
PAYMENT,3012.86,C699676956,117565,114552.14,M1684866832,0,0,0
PAYMENT,15416.33,C1727841461,30917,15500.67,M834675192,0,0,0
PAYMENT,17872.37,C959742469,184,0,M896354228,0,0,0
PAYMENT,29300.39,C901047488,12531,0,M88857711,0,0,0
PAYMENT,2134.97,C410141289,1467,0,M1207821876,0,0,0
DEBIT,3093.18,C1434294511,24431,21337.82,C1860806676,930732.88,933826.06,0
DEBIT,563.52,C235839115,32587,32023.48,C400314271,32873.92,33437.44,0
PAYMENT,14922.3,C73786409,42536,27613.7,M738295511,0,0,0
PAYMENT,25939.04,C352461144,405,0,M1862406069,0,0,0
PAYMENT,14672.25,C1156442832,31877,17204.75,M1664992092,0,0,0
PAYMENT,15680.41,C1739667074,4136,0,M414311014,0,0,0
PAYMENT,5332.61,C866201802,21753,16420.39,M1049305793,0,0,0
PAYMENT,2149.67,C1348474548,90156,88006.33,M1196780556,0,0,0
CASH_IN,81030.52,C2110272332,69890,150920.52,C127269806,0,0,0
PAYMENT,1851.39,C447908638,21262,19410.61,M1245182794,0,0,0
PAYMENT,3367.32,C644799244,383,0,M436260574,0,0,0
CASH_OUT,1238.1,C350506235,21103,19864.9,C1518299041,41375.93,42614.03,0
PAYMENT,13450.64,C1635522694,152180,138729.36,M823789854,0,0,0
CASH_OUT,110159.5,C770721757,184,0,C579692413,30254.69,140414.19,0
PAYMENT,98.86,C465913100,25944,25845.14,M444389082,0,0,0
CASH_OUT,84525.17,C2077195890,168671,84145.83,C491172836,0,84525.17,0
PAYMENT,6003.47,C1412300921,30998,24994.53,M1710412501,0,0,0
PAYMENT,1765.45,C432276151,69787,68021.55,M427348755,0,0,0
DEBIT,1000.31,C1039213965,11370,10369.69,C1346061406,241429.83,242430.14,0
PAYMENT,8767.98,C1323711644,172907,164139.02,M1997430349,0,0,0
PAYMENT,6247.19,C682753012,14468,8220.81,M483946018,0,0,0
CASH_OUT,225043.57,C1671799801,569365,344321.43,C838983842,0,225043.57,0
CASH_OUT,143014.92,C1717335542,107062,0,C118057046,65120.41,208135.34,0
CASH_IN,86876.12,C1100307602,5591,92467.12,C1917348003,1180180.18,1093304.06,0
PAYMENT,16169.07,C509838332,58046,41876.93,M1343705506,0,0,0
CASH_IN,28651.08,C1440841107,767,29418.08,C579802590,8004945.39,7976294.31,0
PAYMENT,10235.12,C1048304241,63549,53313.88,M1007010337,0,0,0
CASH_OUT,184990.19,C1458904642,20496,0,C557503188,169094.58,354084.77,0
PAYMENT,13253.34,C136772842,20113,6859.66,M1752045517,0,0,0
PAYMENT,8444.24,C2053686315,305793,297348.76,M76661290,0,0,0
PAYMENT,3222.3,C1005567998,370,0,M589764401,0,0,0
PAYMENT,4339.63,C525518562,21862,17522.37,M366532528,0,0,0
CASH_OUT,40749.61,C1401850554,151492,110742.39,C1068539219,721319.76,762069.36,0
PAYMENT,962.03,C1208713573,24322,23359.97,M1105673040,0,0,0
PAYMENT,7081.26,C307302795,50444,43362.74,M900567585,0,0,0
PAYMENT,6399.34,C565787992,34475,28075.66,M1501347716,0,0,0
PAYMENT,17611.36,C1127952489,99955,82343.64,M442408629,0,0,0
PAYMENT,3824.11,C1927623515,7123,3298.89,M1314468380,0,0,0
PAYMENT,13849.25,C1417407430,122963,109113.75,M977173706,0,0,0
CASH_OUT,210426.7,C1637547837,199058,0,C1852959541,93613.52,304040.22,0
PAYMENT,6131.18,C1716840640,148231,142099.82,M1845107223,0,0,0
PAYMENT,14181.53,C611054414,67218,53036.47,M314479593,0,0,0
PAYMENT,1244.53,C1399679894,161271,160026.47,M1853552974,0,0,0
CASH_OUT,121812.74,C359700044,19881,0,C476556651,0,121812.74,0
PAYMENT,9901.53,C1941401296,108673,98771.47,M1262394091,0,0,0
CASH_OUT,90310.12,C1924639307,229266,138955.88,C191257709,90542.58,180852.7,0
TRANSFER,93469.08,C1675923623,127,0,C13670966,685165.02,778634.1,0
CASH_IN,120060.72,C728605669,11033,131093.72,C180421358,64702.73,0,0
CASH_IN,118857.56,C339451297,54305,173162.56,C316999090,315833.09,196975.52,0
PAYMENT,9027.09,C1527875743,21979,12951.91,M481778418,0,0,0
CASH_OUT,104384.82,C1510187018,11524,0,C1509705243,0,104384.82,0
TRANSFER,260633.86,C303954046,21030,0,C1295850870,160902.58,421536.44,0
PAYMENT,10493.26,C1159716818,202667,192173.74,M1675197769,0,0,0
PAYMENT,5551.11,C605917896,6009,457.89,M1497251901,0,0,0
PAYMENT,5053.2,C1650783623,10125,5071.8,M1249902519,0,0,0
PAYMENT,10628.31,C37531618,163,0,M690497584,0,0,0
PAYMENT,13639.76,C1822767199,20079,6439.24,M1502797883,0,0,0
PAYMENT,4933.91,C1052120916,73293,68359.09,M1446498586,0,0,0
PAYMENT,6657.97,C328559683,4033,0,M1573438770,0,0,0
PAYMENT,1975.71,C1397384552,127,0,M1000198426,0,0,0
PAYMENT,7911.1,C64116062,12794,4882.9,M413724995,0,0,0
PAYMENT,2257.72,C415872539,20644,18386.28,M1292476697,0,0,0
PAYMENT,3516.52,C1549821251,125436,121919.48,M52278629,0,0,0
PAYMENT,2872.85,C1446097523,132,0,M1454424261,0,0,0
PAYMENT,7370.54,C153484589,20818,13447.46,M1744685041,0,0,0
PAYMENT,9994.58,C1006916439,935,0,M1818368762,0,0,0
PAYMENT,1194.49,C1242058446,10890,9695.51,M1136908849,0,0,0
PAYMENT,18625.72,C1573107701,11051,0,M554353533,0,0,0
PAYMENT,7162.33,C704415660,65124,57961.67,M1949553392,0,0,0
PAYMENT,2659.66,C873447324,62024,59364.34,M1130988363,0,0,0
PAYMENT,4475.54,C249933165,50149,45673.46,M1688951315,0,0,0
CASH_IN,93482.44,C756148805,9047,102529.44,C1433790084,0,0,0
PAYMENT,4266.08,C577591159,69303,65036.92,M29362322,0,0,0
TRANSFER,190631.38,C1057333627,11297,0,C1266674210,457089.99,647721.37,0
CASH_IN,98329.73,C493102876,5993,104322.73,C1277118039,1497761.85,1399432.12,0
CASH_IN,23764.62,C1434066216,54474,78238.62,C671063373,49962.01,26197.4,0
PAYMENT,1095.42,C1417616269,21375,20279.58,M1180919296,0,0,0
CASH_OUT,76797.28,C2047079703,9658,0,C1967312246,524605.84,601403.12,0
PAYMENT,10261.5,C2140484642,11081,819.5,M1402661678,0,0,0
CASH_OUT,5519.68,C244630587,11256,5736.32,C1117192501,1237266.53,1242786.21,0
PAYMENT,6558.15,C1801073587,207,0,M1035484894,0,0,0
PAYMENT,4629.13,C964649436,132406,127776.87,M300077012,0,0,0
PAYMENT,3.25,C723493360,35648,35644.75,M1470964867,0,0,0
PAYMENT,18740.07,C354340395,20158,1417.93,M310722355,0,0,0
PAYMENT,7195.51,C1145244850,28243,21047.49,M2054463877,0,0,0
PAYMENT,4701.15,C435705718,17170,12468.85,M582983645,0,0,0
PAYMENT,6272.87,C2118463908,31083,24810.13,M568512352,0,0,0
PAYMENT,2636.04,C2063237069,115646,113009.96,M619009592,0,0,0
PAYMENT,9985.23,C1937414929,7331,0,M1146409937,0,0,0
PAYMENT,334.06,C1836697729,307673,307338.94,M1671628672,0,0,0
PAYMENT,11432.36,C1143384822,185987,174554.64,M638460920,0,0,0
CASH_OUT,11614.85,C93379192,46167,34552.15,C96146720,0,11614.85,0
PAYMENT,10216.57,C2129941069,25528,15311.43,M259274367,0,0,0
CASH_IN,56936.37,C1479726474,168171,225107.37,C526222959,263934.25,206997.87,0
DEBIT,1460.1,C1534236654,30452,28991.9,C1950498261,822143.61,823603.7,0
PAYMENT,19514.13,C130601207,24333,4818.87,M690084287,0,0,0
PAYMENT,9304.3,C1743898516,184,0,M678682979,0,0,0
PAYMENT,8348.65,C1769849842,874,0,M1320551235,0,0,0
PAYMENT,8224.4,C663920742,20839,12614.6,M274543886,0,0,0
PAYMENT,15313.22,C397936292,15852,538.78,M1776984843,0,0,0
PAYMENT,8681.34,C1531555776,51230,42548.66,M574952674,0,0,0
PAYMENT,16931.34,C1973398312,11516,0,M1230093419,0,0,0
PAYMENT,20132.88,C1601191214,7089,0,M1427685414,0,0,0
PAYMENT,14856.44,C1574364998,2982,0,M421575283,0,0,0
PAYMENT,6031.93,C1206349108,98176,92144.07,M1416465438,0,0,0
PAYMENT,6255.17,C1047244034,50935,44679.83,M579107742,0,0,0
PAYMENT,5032.37,C1584806967,994,0,M1724073627,0,0,0
PAYMENT,8663.74,C94627068,52386,43722.26,M83502941,0,0,0
PAYMENT,3400.01,C1803691121,946,0,M394870788,0,0,0
CASH_IN,47520.72,C228053517,21071,68591.72,C410974095,1601334.06,1553813.35,0
DEBIT,439.23,C1476582445,10334,9894.77,C1847837446,7808754.83,7809194.07,0
PAYMENT,2586.01,C584702704,202520,199933.99,M2139961295,0,0,0
TRANSFER,47467.52,C1278842249,52033,4565.48,C81731427,706930.16,754397.68,0
PAYMENT,10071.69,C43305879,488,0,M1853267823,0,0,0
PAYMENT,10609.99,C2027159073,19978,9368.01,M2026289519,0,0,0
PAYMENT,806.29,C1554652563,13520,12713.71,M108887182,0,0,0
PAYMENT,16778.71,C1639491734,223080,206301.29,M746092559,0,0,0
PAYMENT,12073.7,C540196502,162539,150465.3,M1296445202,0,0,0
PAYMENT,4373.44,C1772016180,39600,35226.56,M113866504,0,0,0
PAYMENT,3703.38,C867876681,21191,17487.62,M1333274771,0,0,0
PAYMENT,17018.73,C1349016634,26037,9018.27,M492048392,0,0,0
PAYMENT,12315.02,C2071110684,51285,38969.98,M1975527249,0,0,0
CASH_OUT,233389.39,C1734032479,2111,0,C733738026,3913580.61,4146970,0
TRANSFER,160633.62,C1513268460,10122,0,C665059174,1837881.81,1998515.44,0
PAYMENT,4954.59,C881768946,55447,50492.41,M1082194589,0,0,0
PAYMENT,7843.3,C2114424598,11696,3852.7,M836588030,0,0,0
PAYMENT,1220.28,C1885155102,2866,1645.72,M927885210,0,0,0
PAYMENT,10059.82,C1970479450,250,0,M779803819,0,0,0
PAYMENT,11323.41,C935732133,20270,8946.59,M1945170032,0,0,0
PAYMENT,12186.95,C526739109,497,0,M1728216678,0,0,0
PAYMENT,17318.34,C1633661480,16441,0,M358137091,0,0,0
CASH_OUT,10743.13,C557621571,11042,298.87,C1135310138,50457.85,61200.98,0
PAYMENT,109.79,C1429805644,5090,4980.21,M1231764529,0,0,0
PAYMENT,12920.93,C420159674,5206,0,M1576647777,0,0,0
CASH_IN,92563.14,C1074734824,6282,98845.14,C37656035,0,0,0
PAYMENT,19756.72,C1351946348,30388,10631.28,M274457652,0,0,0
CASH_OUT,79242.56,C13719786,408,0,C233482053,0,79242.56,0
PAYMENT,376.79,C969934462,109,0,M1094608728,0,0,0
PAYMENT,7472.94,C235618575,107938,100465.06,M77024812,0,0,0
CASH_IN,15094.3,C1036868406,41131,56225.3,C1973968005,334001.31,318907.01,0
PAYMENT,4754.79,C268169072,3096,0,M1529660601,0,0,0
PAYMENT,9227.95,C1702103006,82968,73740.05,M850912429,0,0,0
CASH_OUT,134768.59,C1650920932,20710,0,C1092979397,260394.77,395163.36,0
PAYMENT,9817.69,C1599276061,20218,10400.31,M442282718,0,0,0
PAYMENT,7724.81,C390311860,64094,56369.19,M1292998805,0,0,0
PAYMENT,1457.84,C178593478,50095,48637.16,M1972410126,0,0,0
CASH_IN,12466.46,C2133112839,9003,21469.46,C1525281676,1066976.78,1054510.32,0
PAYMENT,4585.55,C1051742790,144750,140164.45,M482420856,0,0,0
PAYMENT,23810.51,C1838736393,1082,0,M925273405,0,0,0
PAYMENT,8618.31,C196660221,1539,0,M506441754,0,0,0
PAYMENT,4977.28,C876459898,2289,0,M930192293,0,0,0
PAYMENT,24918.2,C2061195669,20979,0,M429365684,0,0,0
PAYMENT,9282.05,C1086876571,140559,131276.95,M2078243988,0,0,0
CASH_OUT,14551.8,C1533576587,8077,0,C935498462,985384.63,999936.44,0
PAYMENT,5237.31,C2115497323,50719,45481.69,M2105591169,0,0,0
PAYMENT,4518.64,C2109418873,937,0,M1658895256,0,0,0
PAYMENT,953.01,C593329690,203080,202126.99,M1485441853,0,0,0
PAYMENT,10840.44,C2097030576,183,0,M463826380,0,0,0
CASH_IN,146731.65,C1396731148,160,146891.65,C897802672,367313.92,220582.27,0
CASH_OUT,98454.43,C1528518586,30629,0,C586501738,0,98454.43,0
CASH_IN,76882.16,C1447377612,3229,80111.16,C269732829,321638.13,244755.97,0
CASH_OUT,47266.07,C1723791045,2094,0,C971565096,866215.35,913481.41,0
PAYMENT,13218.45,C919002899,11326,0,M929167606,0,0,0
CASH_OUT,184553.63,C1217214348,118610,0,C2026554437,0,184553.63,0
PAYMENT,958.79,C1494542470,14446,13487.21,M1495960304,0,0,0
PAYMENT,6236.95,C1639219051,101370,95133.05,M1084491142,0,0,0
PAYMENT,6272.33,C1049269708,10553,4280.67,M863696359,0,0,0
PAYMENT,1756.27,C1903664068,393,0,M287254617,0,0,0
TRANSFER,122081.91,C2077354819,110277,0,C954359953,65767.78,187849.7,0
PAYMENT,12642.08,C534838291,309803,297160.92,M1384447376,0,0,0
PAYMENT,10395.47,C984697465,34547,24151.53,M1322136991,0,0,0
CASH_OUT,32973.27,C1448495153,16457,0,C1115547167,1962990.34,1995963.61,0
TRANSFER,107027.28,C592140054,744757,637729.72,C1345248466,4833376.43,4940403.72,0
DEBIT,108.68,C320418692,306701,306592.32,C1296111980,347955.93,348064.62,0
PAYMENT,3554.95,C751079093,445,0,M1211587804,0,0,0
PAYMENT,18324.96,C834490667,11588,0,M1801638283,0,0,0
PAYMENT,3531.57,C1675320180,10032,6500.43,M293087855,0,0,0
PAYMENT,7033.28,C1243022690,45602,38568.72,M923040546,0,0,0
PAYMENT,4696.91,C238913101,15235,10538.09,M1581711031,0,0,0
PAYMENT,5940.25,C738778120,200,0,M952201152,0,0,0
PAYMENT,3678.83,C1512868219,21887,18208.17,M871786447,0,0,0
PAYMENT,7504.87,C1500775717,5287,0,M1794690724,0,0,0
PAYMENT,651.82,C1411507665,300123,299471.18,M1424570501,0,0,0
CASH_IN,33230.52,C768426512,15354,48584.52,C589509944,119493.34,86262.82,0
PAYMENT,14030.51,C23864547,364,0,M1513637490,0,0,0
PAYMENT,3203.43,C1191735456,39077,35873.57,M9594771,0,0,0
CASH_IN,131105,C1622741086,61965,193070,C1419327093,4910.61,0,0
PAYMENT,818.77,C2016068077,1945,1126.23,M2091066168,0,0,0
PAYMENT,60.05,C1872653760,20611,20550.95,M1192082317,0,0,0
PAYMENT,3804.92,C1770401576,22053,18248.08,M215579587,0,0,0
PAYMENT,8801.32,C280360949,9630,828.68,M986642365,0,0,0
PAYMENT,282.93,C1651077283,20527,20244.07,M623446094,0,0,0
PAYMENT,9109.83,C446449985,9122,12.17,M1461855920,0,0,0
PAYMENT,7027.21,C2120726687,11548,4520.79,M333554789,0,0,0
PAYMENT,17636.61,C1808736537,52822,35185.39,M756981110,0,0,0
PAYMENT,4230.43,C1862167306,390809,386578.57,M1889679420,0,0,0
CASH_OUT,204172.35,C1651972312,16966,0,C244927642,0,204172.35,0
CASH_IN,41593.58,C1004260557,11409,53002.58,C2079809170,0,0,0
PAYMENT,4609.72,C643847815,11478,6868.28,M1197664687,0,0,0
TRANSFER,6170.03,C487163971,20962,14791.97,C1672578270,1749437.63,1755607.66,0
CASH_IN,222573.48,C2018607755,200659,423232.48,C384975655,81162.99,0,0
PAYMENT,17346.63,C1554069352,5097,0,M215909058,0,0,0
PAYMENT,10767.27,C1564760202,36202,25434.73,M703978611,0,0,0
PAYMENT,994.5,C2092610642,10446,9451.5,M76210581,0,0,0
PAYMENT,9566.13,C2079684998,19923,10356.87,M2086937807,0,0,0
CASH_IN,28002.81,C1440024373,7081,35083.81,C1473530913,0,0,0
PAYMENT,17239.08,C109101651,26476,9236.92,M1449763404,0,0,0
PAYMENT,3671.71,C200717842,32,0,M1994908918,0,0,0
PAYMENT,12810,C1995776547,49923,37113,M1838515571,0,0,0
PAYMENT,17758.16,C1408104693,22457,4698.84,M442791466,0,0,0
PAYMENT,19188.84,C1172290431,42572,23383.16,M69206186,0,0,0
TRANSFER,6991.38,C951478923,21547,14555.62,C2006411056,0,6991.38,0
PAYMENT,18751.06,C31104657,187363,168611.94,M971426198,0,0,0
PAYMENT,3668.11,C1028107088,217,0,M909016129,0,0,0
CASH_OUT,39975.14,C1666535939,891,0,C1327648021,273480.86,313456,0
CASH_OUT,10331.94,C1819319686,20546,10214.06,C1367587485,527078.14,537410.07,0
PAYMENT,12549.55,C1819125363,3279,0,M694424523,0,0,0
PAYMENT,5517.64,C1625852334,12372,6854.36,M144483480,0,0,0
CASH_OUT,126157.99,C163825094,12288,0,C1547824135,780800.67,906958.66,0
PAYMENT,2551.91,C11564414,10823,8271.09,M615594303,0,0,0
CASH_OUT,250225.63,C1239736661,58373,0,C2017777385,169144.11,419369.74,0
CASH_OUT,167503.06,C1579081818,119,0,C522120798,0,167503.06,0
CASH_OUT,200834.69,C1560700258,19919,0,C1585598736,780138.49,980973.17,0
PAYMENT,8526.29,C1892927292,1592,0,M517172794,0,0,0
CASH_OUT,160134.08,C937841034,217614,57479.92,C1634704712,156206.48,316340.57,0
PAYMENT,10239.25,C1495605089,4632,0,M924965214,0,0,0
TRANSFER,80633.24,C847696702,27488,0,C855152322,4421.54,85054.78,0
CASH_OUT,300107.89,C929672933,8021,0,C1857710518,634847.96,934955.84,0
PAYMENT,6061.03,C1187406206,13229,7167.97,M2140449745,0,0,0
PAYMENT,641.89,C2064615486,571,0,M23797564,0,0,0
PAYMENT,25772.8,C1960002558,59771,33998.2,M776184982,0,0,0
PAYMENT,11241.5,C688559896,2614,0,M1891762170,0,0,0
PAYMENT,2149.55,C518229679,1094,0,M767028977,0,0,0
PAYMENT,15264.61,C1350049288,59316,44051.39,M792270290,0,0,0
PAYMENT,112.46,C757948524,20263,20150.54,M1073726302,0,0,0
PAYMENT,6255.25,C795284215,58847,52591.75,M1217856844,0,0,0
PAYMENT,14041.53,C251601458,10330,0,M1339815296,0,0,0
PAYMENT,1516.03,C1480373798,5826,4309.97,M678524168,0,0,0
PAYMENT,11095.86,C1600662662,24284,13188.14,M1326429470,0,0,0
PAYMENT,16630.3,C1925162847,20050,3419.7,M1371886901,0,0,0
PAYMENT,586.78,C1331122071,241,0,M2101523494,0,0,0
PAYMENT,1481.11,C1925734798,298528,297046.89,M165674527,0,0,0
PAYMENT,708.42,C2088837956,179,0,M336218998,0,0,0
PAYMENT,11083.14,C637508712,961536,950452.86,M1395044814,0,0,0
PAYMENT,4989.61,C650654701,313631,308641.39,M1625263545,0,0,0
PAYMENT,4509.86,C958026006,7152,2642.14,M1599356730,0,0,0
PAYMENT,2159.07,C954476646,85818,83658.93,M608884870,0,0,0
PAYMENT,8717.67,C1328787448,55720,47002.33,M836826315,0,0,0
PAYMENT,11899.03,C677272969,238,0,M1520578284,0,0,0
PAYMENT,2988.11,C146544175,664607,661618.89,M1045228895,0,0,0
PAYMENT,7243.87,C1688489226,60039,52795.13,M800774716,0,0,0
DEBIT,316.08,C1205841034,3275,2958.92,C187160193,1096735.35,1097051.43,0
PAYMENT,4135.46,C513836859,5775,1639.54,M1479165432,0,0,0
PAYMENT,8196.64,C557322235,20594,12397.36,M465132714,0,0,0
PAYMENT,7592.09,C29002169,10627,3034.91,M188025331,0,0,0
PAYMENT,3311.02,C1779665081,3259,0,M991872349,0,0,0
PAYMENT,3277.82,C1849451718,8179,4901.18,M1298498147,0,0,0
CASH_OUT,166870.75,C994417974,2429,0,C522662505,93480.91,260351.66,0
PAYMENT,9850.63,C1983677230,21085,11234.37,M2074854267,0,0,0
TRANSFER,113826.86,C448540919,99349,0,C895719835,0,113826.86,0
PAYMENT,24618.21,C218604219,27317,2698.79,M531654086,0,0,0
CASH_IN,103549.64,C983944528,10958,114507.64,C20833243,7539536.89,7435987.25,0
PAYMENT,319.1,C1105553787,567,247.9,M1900484998,0,0,0
PAYMENT,5316.25,C1833294909,153477,148160.75,M2032026504,0,0,0
PAYMENT,6722.39,C324686689,22021,15298.61,M1519969189,0,0,0
PAYMENT,16124.13,C436168959,100395,84270.87,M309750347,0,0,0
PAYMENT,4128.45,C1408688703,10307,6178.55,M1315878447,0,0,0
CASH_OUT,61777.58,C741640077,25610,0,C1486427992,0,61777.58,0
PAYMENT,4282.09,C221353074,12203,7920.91,M1773299953,0,0,0
TRANSFER,173136.74,C1389786150,95,0,C7891843,29636492.16,29809628.9,0
PAYMENT,13473.88,C1515620638,51516,38042.12,M1531253794,0,0,0
TRANSFER,162431.6,C558504539,71315,0,C477069651,0,162431.6,0
PAYMENT,1607.26,C1079782672,256,0,M783041148,0,0,0
TRANSFER,371449.7,C1572583311,371449.7,0,C336176580,0,0,1
CASH_OUT,371449.7,C743630497,371449.7,0,C278676454,22146.7,393596.39,1
PAYMENT,78.83,C231176854,186654,186575.17,M1102345968,0,0,0
CASH_IN,65391.22,C1093908102,99732,165123.22,C84159872,0,0,0
PAYMENT,4598.02,C2062493679,203525,198926.98,M1279980014,0,0,0
PAYMENT,5157.68,C782966113,5285,127.32,M1919949236,0,0,0
PAYMENT,12484.4,C1906546762,9997,0,M1795019281,0,0,0
PAYMENT,1657.27,C483105338,49617,47959.73,M1854180782,0,0,0
CASH_IN,154599.28,C59255292,59768,214367.28,C36398926,4696833.42,4542234.14,0
PAYMENT,22596.54,C132193990,21230,0,M1195069002,0,0,0
PAYMENT,6038.63,C228082430,9562,3523.37,M1327324536,0,0,0
PAYMENT,21567.91,C1074101619,99184,77616.09,M1565602343,0,0,0
CASH_IN,162484.88,C311497921,100950,263434.88,C954763751,337436.87,174951.99,0
TRANSFER,141375.27,C927100278,22377,0,C1765610550,0,141375.27,0
CASH_IN,25226.75,C1548185608,49702,74928.75,C1828941458,0,0,0
CASH_OUT,266195.63,C148091309,268,0,C1404663446,1206948.86,1473144.49,0
CASH_IN,170102.32,C318675818,3242,173344.32,C169170159,0,0,0
CASH_OUT,152243.5,C913534366,52,0,C1622854012,1370447.35,1522690.85,0
DEBIT,2068.02,C1372818536,20711,18642.98,C825705148,232701.12,234769.13,0
PAYMENT,7695.54,C1142427942,2719,0,M584840964,0,0,0
PAYMENT,8024.77,C266953052,90644,82619.23,M1108610053,0,0,0
PAYMENT,2216.99,C1174512704,133995,131778.01,M991893587,0,0,0
PAYMENT,16321.81,C2134408685,2449,0,M489566763,0,0,0
PAYMENT,9005.25,C1447470698,27902,18896.75,M358146417,0,0,0
CASH_IN,212319.59,C699605282,9912,222231.59,C1186966375,5797474.43,5585154.84,0
CASH_OUT,267082.27,C1172369749,11985,0,C412325025,276941.44,544023.7,0
PAYMENT,1393.28,C645294709,101708,100314.72,M1962366115,0,0,0
CASH_OUT,51772.09,C1157480750,25805,0,C355850458,0,51772.09,0
CASH_OUT,18400.15,C106298045,227230,208829.85,C778130494,1377880.93,1396281.08,0
PAYMENT,15727.77,C333778368,36027,20299.23,M1576603987,0,0,0
PAYMENT,10159.73,C2007457651,21046,10886.27,M1578029864,0,0,0
PAYMENT,14115.97,C1706970660,98030,83914.03,M1884858441,0,0,0
PAYMENT,15927.16,C1036598774,15072,0,M368455412,0,0,0
PAYMENT,11676.45,C36605184,72853,61176.55,M931231724,0,0,0
PAYMENT,10509.53,C1129564775,11310,800.47,M1735839095,0,0,0
CASH_IN,80924.73,C289806868,41721,122645.73,C961588448,1753489.17,1672564.44,0
CASH_IN,22834.15,C767828423,21447,44281.15,C119988264,611088.8,588254.65,0
CASH_IN,183677.99,C1880741610,103477,287154.99,C844355577,347626.09,163948.1,0
PAYMENT,13946.9,C559259883,552774,538827.1,M6461551,0,0,0
PAYMENT,1224.47,C212093885,16521,15296.53,M842293829,0,0,0
PAYMENT,13362.4,C1047186960,50003,36640.6,M719292498,0,0,0
DEBIT,14.85,C67688215,77682,77667.15,C1151514244,29624.38,29639.23,0
PAYMENT,9576.07,C364886937,201982,192405.93,M2110651760,0,0,0
PAYMENT,21557.58,C730228611,105838,84280.42,M1769258379,0,0,0
PAYMENT,10812.16,C25141327,17879,7066.84,M332135277,0,0,0
PAYMENT,3545.08,C191442152,31402,27856.92,M1195196651,0,0,0
CASH_IN,80654.3,C1002237339,112637,193291.3,C208699665,847896.51,767242.21,0
CASH_OUT,99996.59,C2002811154,109851,9854.41,C1634831905,762192.21,862188.81,0
CASH_OUT,107141.61,C900470138,25044,0,C1570220353,511876.09,619017.7,0
DEBIT,255.52,C406528316,40221,39965.48,C1361370826,4632215.78,4632471.29,0
CASH_OUT,59692.61,C1152894869,21071,0,C2136034134,0,59692.61,0
PAYMENT,2341.67,C812355320,38322,35980.33,M1706641994,0,0,0
CASH_OUT,157731.85,C608871680,20765,0,C853286878,3223208.11,3380939.96,0
PAYMENT,14118.26,C1580942707,12378,0,M843779074,0,0,0
PAYMENT,22866.42,C495971099,40190,17323.58,M1822179087,0,0,0
PAYMENT,7202.78,C1753804594,51284,44081.22,M38389053,0,0,0
PAYMENT,1524.49,C1618747740,47728,46203.51,M1830100507,0,0,0
CASH_IN,44562.05,C1112247796,8026,52588.05,C943461374,5758670.38,5714108.33,0
PAYMENT,2094.64,C241682605,20264,18169.36,M252739324,0,0,0
CASH_IN,21520.99,C1253072067,49850,71370.99,C315760053,1184276.71,1162755.72,0
PAYMENT,3054.11,C1418353740,72476,69421.89,M1687737552,0,0,0
TRANSFER,126989,C1760796961,72001,0,C993876516,80822.53,207811.53,0
PAYMENT,4037.41,C544059064,16514,12476.59,M637796037,0,0,0
PAYMENT,2573.25,C77566081,30048,27474.75,M1896928154,0,0,0
PAYMENT,13807.34,C1011202926,50367,36559.66,M92901365,0,0,0
PAYMENT,12512.8,C2112494685,103497,90984.2,M168922233,0,0,0
PAYMENT,6386.74,C455002270,26103,19716.26,M1377901103,0,0,0
TRANSFER,31130.12,C2139421890,103152,72021.88,C58619213,743932.47,775062.59,0
PAYMENT,7212.27,C2045822223,178326,171113.73,M340240535,0,0,0
CASH_IN,47018.76,C1315776594,50200,97218.76,C740133122,291126.18,244107.42,0
PAYMENT,671.74,C374845361,301719,301047.26,M1768999113,0,0,0
PAYMENT,431.24,C1088079456,111666,111234.76,M1741838737,0,0,0
CASH_IN,4238.74,C1280530685,10406,14644.74,C379855100,393184.39,388945.64,0
TRANSFER,92746.73,C587921214,5051,0,C930436926,279931.86,372678.59,0
PAYMENT,6975.84,C896912633,719,0,M1084097815,0,0,0
PAYMENT,13735.89,C375142729,20528,6792.11,M1645977531,0,0,0
PAYMENT,5121.19,C2039645445,2028,0,M1226084765,0,0,0
PAYMENT,1550.2,C1056272263,82623,81072.8,M11393445,0,0,0
PAYMENT,11244.26,C1836764696,40006,28761.74,M9380435,0,0,0
PAYMENT,1365.84,C353631378,360152,358786.16,M2065526628,0,0,0
PAYMENT,2989.88,C1085039633,27490,24500.12,M961043437,0,0,0
PAYMENT,23436.68,C859166522,30725,7288.32,M600045687,0,0,0
PAYMENT,8021.14,C15502578,28814,20792.86,M2071996465,0,0,0
